College,Playground,Auditorium,Theatre,Library,Laboratory,Conference Hall,Health Center,Gymnasium/ Fitness Center,Indoor Stadium,Common Room,Computer Center,Cafeteria,Guest House
"Kavitha Memorial P.G. College, NST Road, Khammam (Id: C-27271)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kavitha PG College (Id: C-40801),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Kaviyattu College of Education, Pirappancode P.O., Thiruvananthapuram (Id: C-43681)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
"Kavyamandala, Bangalore (Id: C-26684)",No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
Kawa college of Education (Id: C-22878),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Kawa Institute of Management & Technology (Id: C-23017),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Kaypeeyes College of Arts and Science (Id: C-41119),Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
Kazi Nazrul Islam Mahavidyalaya (Id: C-44773),No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
K.B.A. MAHAVIDYALAYA BARNAHAL MAINPURI (Id: C-15202),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K.B.College,Baranga,Khurda (Id: C-39757)",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
"K. B. COLLEGE, BERMO, BOKARO (Id: C-44449)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"K.B.D.A.V.College, Nirakarpur, Khurda (Id: C-39847)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"K.B.H.S.S. Trust's Dr.B.V. Hiray College of Management & Research Centre, Address: Krushi Nagar, Malegaon Camp, Malegaon, Taluka: Malegaon District: Nashik (Id: C-42165)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"K.B. Jha College, Katihar (Id: C-29600)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
K.B.N. COLLEGE (Id: C-27168),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K B N College of Engineering, GULBARGA (Id: C-1351)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K.B.PATEL COLLEGE OF NURSING ,GODRIPARA ,CHIRMIRI (Id: C-33000)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
K. B. Sumeria Commerce and Natraj Professional Science College (B. Com.) (Id: C-701),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"K. B. WOMEN'S COLLEGE, HAZARIBAG (Id: C-44396)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"K.B.Women's College,Madhepura (Id: C-29585)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"K. C. Ajamera Ayurved Mahavidyalya, Dhule (Id: C-13874)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"K.C.B. Technical Academy Umaria Rau, Indore (Id: C-29720)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
KC College of Education (Id: C-30800),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
K.C. COLLEGE OF EDUCATION (Id: C-28038),Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
"K.C. College of Education, NawanShehar (Id: C-27907)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
K.C College of Engg. and Information Technology (Id: C-10357),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
K.C. Das Commerce College (Id: C-17090),No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
"K.C. Education and Socail Welfare Society Group of Research & Professional Institutes, VPO pandoga, Uparla Tehsil & Distt Una (Id: C-11415)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"K.C. Education and Social Welfarre Society Group of Research & Professional Institutes, VPO pandoga Uparla Tehsil & Distt Una (Id: C-11309)",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"KCEF COLLEGE OF EDUCATION, PULWAMA (Id: C-45995)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
KCG College of Technology (Id: C-16611),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
K.C.G. Sanskrit College (Id: C-44072),Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
K.C. Gurukul College of Education (Id: C-30789),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
K Chandrakala College (P.G.) (Id: C-32666),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"K.C Institute of Hotel Management, Nawansheher (Id: C-10456)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K.C. Institute of Management Pandoga, Uparla, Distt Una (Id: C-11519)",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K.C. Institute of Pharmaceutical Sciences, VPO Pandoga Uprla, Distt Una (Id: C-11329)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
K.C.M. ARMY COLLEGE OF EDUCATION (Id: C-28205),Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
K.C Minerva College of Education (Id: C-22964),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
K.C. of Engg. & Tech. Kishanganj (Id: C-29623),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
K.C. Pipili +3 Mahavidyalaya (Id: C-21367),Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
K.C Reddy Institute of Pharmaceutical Sciences (Id: C-39485),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"KC Reddy PG College, Janamguntapalem (Id: C-42658)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
KC School of Management and Computer Application (Id: C-10442),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
K.C.S College of Education (Id: C-23007),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"KCS Dr.A.V.Baliga Arts & Science College, Kumta. (N.K.) (Id: C-35490)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
KCS Dr.A.V.Baliga Comm. & B.B.A. College of Kumta. (Id: C-35661),Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes
K. C. Sheth Arts College (Id: C-5823),Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
KCS KASI NADAR COLLEGE OF ARTS AND SCIENCE (Id: C-43983),Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
KCT College of Pharmacy (Id: C-40241),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K C T Engineering College, GULBARGA (Id: C-1280)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"K.D. BARAD ARTS & COMPUTER SCIENCE COLLEGE, AHEMDPUR, MANDVI-DIU (Id: C-1043)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"KDBM College, New Bus Stand, Paliwal Farm House, Sironj, Vidisha (Id: C-35271)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"K.D. College, Simbhaoli (Ghaziabad) Mob.No.9927103707 (Id: C-28866)",Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
"K. D. Degree College, Raniganj (Id: C-29610)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"K.D. Gavit Nursing College (B.Sc.) Natawad, Nandurbar (Id: C-13859)",No,No,No,No,No,No,No,No,No,No,No,No,No
"K.D. Jain Mahila Mahavidyalaya, Kishangarh (Id: C-13194)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
"K.D. Mahavidyalaya, Guddamalani (Id: C-13219)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"KDMGs Ayurved Medical College, Chalisgaon (Id: C-13934)",No,No,No,No,No,No,No,No,No,No,No,No,No
"K.D.M.Gs Homoeopathy College, Shirpur, Dhule (Id: C-13855)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
"KD Pawar College of Education, Saoner (Id: C-18269)",Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
K D Pawar Physical Education College Saoner (Id: C-18423),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"K Dr. Haribhau Adamne Arts Commerce College, Saoner (Id: C-18408)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"K. D. Rungta College of Science & Technology, Atari (Id: C-21740)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"K.D.S. Mahavidyalaya, Subhashpur, Paali, Jaunpur (Id: C-15918)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
K.E.Boards First Grade Arts & College Dharwad. (Id: C-35672),Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No
K.E.C. College of Education (Id: C-14481),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
"KEDARNATH AGGARWAL INSTITUTE OF MANAGEMENT, CHARKHI DADRI (Id: C-45072)",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kedar Nath Girdhari Lal Khatri (PG) College (Id: C-13318),Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
Kedarnath Jagannath College (Id: C-22557),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
Kedarnath Ramswarup College (Id: C-22612),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Kedarnath Sanskrit Mahavidyalaya, Goppur, Cholapur (Id: C-20224)",No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Kedar Sukhdev S.N.O.P. Mahavidyalaya Haraspur, Chaubepur, Ghazipur (Id: C-15964)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"KEERAI THAMILSELVAN COLLEG OF NURSING, PUDUKOTTAI (Id: C-45708)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
Keerrai Thamil Selvan College of Education for Women (Id: C-14499),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Keertan Kesari Bhausaheb Shewalkar B.Ed. Mahavidyalaya, Paratwada (Id: C-16258)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
"Keertan Mahavidyalaya, Nagpur (Id: C-16211)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Keertan Mahavidyalaya, Pune (Id: C-16268)",No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
Keerthi College of Nursing (Id: C-40169),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
Keins College of Education for Women (Id: C-14639),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Kelappaji College of Agrl. Engineering & Technology, Tavanur (Id: C-44030)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
"K.E.M. Hospital, Institute of Health Care Management,Sardar Mudliyar Marg, Pune 411001 (Id: C-42207)",No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No
"Kempegowda College of Law, Chikaballapur. (Id: C-9861)",Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
Kempegowda College of Nursing (Id: C-40542),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
Kempegowda Institute of Medical Sciences (Id: C-40499),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Kempegowda Institute of Physiotherapy (Id: C-40155),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KEN Degree College (Id: C-25540),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Kengeri First Grade College, Kengeri, Bangalore-60. (Id: C-20668)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Ken Kalashale, Sheshadripuram, Bangalore (Id: C-26655)",No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Kennedy College of Education (Id: C-14512),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Kenway College of Education, Azimgarh (Id: C-29352)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"Keonjhar Law College, Keonjhar (Id: C-10932)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
"KEPS DEGREE COLLEGE OF SCIENCE MANAGEMENT AND I T, PANDURANA (Id: C-44986)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Kerala Institute of Tourism and Travel Studies, Thycaud, Thiruvananthapuram (Id: C-43655)",Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
"Kerala Law Academy Law College, Thiruvananthapuram (Id: C-43597)",Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes
Keraleeya Samajam Dombivlis Model College Near Police Colony Plot No 32 Phase II MIDC Residential Area Dombivli East Dist Thane 421 203 (Id: C-33684),Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Kersari Arts & Science College, Kesari Road, North Paravur 683 513 (Id: C-11629)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"KESAI RAM JHURA DEVI MAHAVIDYALAYA, KORAON, (Id: C-12667)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
Kesharbai Kale Girls College (Id: C-44113),Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No
"Kesharbai Shikshanshastra Mahavidyalaya, Achalpur. Distt:- Amravati (Id: C-42899)",Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"KESHARI SHIKSHAN SAMITI, KHOKHRA JANJGIR (Id: C-48317)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Keshar Vidnyan Mahavidyalaya,Paratwada Tq.Achalpur. (Id: C-43024)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Kesharwani College, Ranital, Jabalpur (Id: C-33424)",No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
"Keshava College of Dance & Music, No.556, 11th Main, ISRO Layout, Bangalore-78 (Id: C-20655)",No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
Keshavdev Tiwari College (Id: C-22574),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
KESHAV KAMALA MAHAVIDHYALYA MAHARIYA (Id: C-47435),Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
"Keshav Madhav Baijnath Mahavidyalaya, Chakavilayat, Daragah, Mau (Id: C-15901)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
Keshav Mahavidyalaya (Id: C-6381),Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No
Keshav Memorial Degree & P.G. College (Id: C-25928),Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
Keshav Memorial Institute of Technology (Id: C-19946),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Keshav Prasad Ralhi Mahavidyalay, Aurai, Sant Ravidas Nagar, Bhadohi (Id: C-13635)",Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
"KESHAV PRASAD SMARAK MAHAVIDYALAYA, MIRZAPUR KALAN, (Id: C-12298)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Keshavraj College of Education, Sonegaon, Patoda. (Id: C-34624)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Keshavraj Sevabhavi Sanstha's Majalgaon Apex I.T. College, Majalgaon (Id: C-34487)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"Keshpur College, Keshpur (Id: C-39400)",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
"KES Vengurla Homoeopathy College, Vengurla (Id: C-14003)",No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"KEVALAPATI MAHAVIDHYALAYA, SINDHOURA, MUGARSON (Id: C-47438)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
Kevi Womens College of Education (Id: C-14726),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"KEVLANAND B.ED. COLLEGE, DARANAGAR GANJ (Id: C-45161)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Kewalramji College, Charmoshi (Id: C-18896)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
"Kewla Sundar mahavidyalaya, Sathipar, Gorakhpur (Id: C-14277)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
"Keyi Sahib Training College, Karimbam, Taliparamba, Kannur (Id: C-43886)",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
K.G. College of Arts and Science (Id: C-41125),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"K.G. COLLEGE OF NURSING, COIMBATORE (Id: C-45530)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"K.G. COLLEGE OF PHYSIOTHERAPY, COIMBATORE (Id: C-45534)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
K G F College of Dental Sciences (Id: C-40161),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"K.G.F Frist Grade College, Oorgam, K.G.F-563120, Kolar Dist. (Id: C-21105)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"K.G. HOSPITAL AND POST GRADUATE MEDICAL INSTITUTE, COIMBATORE (Id: C-45557)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KGISL Institute of Information Management (Id: C-41127),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
KGiSL Institute of Technology (Id: C-36989),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"K Govindrao Wanjari Teachers College, Butibori (Id: C-18478)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
K.G.P.R - A.N.R.COLLEGE OF EDUCATION (Id: C-25295),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
K.G.R Institute of Technology & Management (Id: C-25926),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"KGSS HEMARADDH ARTS/COMM/SCI COLLEGE, TIDAGUNDI (Id: C-9883)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"Khadaki Education Society's Tikaram Jagannath College of Arts, Commerce and Science, Khadaki, Pune 03 (Id: C-41321)",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No
"Khadir Mohideen College, Adirampattinam - 614 701. (Id: C-35867)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Khagarijan College (Id: C-17338),Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
"Khaira College, (Id: C-21395)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
KHAIR KANYA MAHAVIDYALAYA KHAIR ALIGARH (Id: C-15185),Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"KHAITANJI LAW COLLEGE, TIRWA, LAKHIMPUR ROAD, (Id: C-12515)",No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"KHAJA BANDA NAWAZ COLLEGE OF NURSING, GULBARGA (Id: C-47265)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
Khaja Banda Nawaz Rural Institute of Medical Sciences (Id: C-40070),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
KHALA COLLEGE(AMRITSAR) OF TECHONOLOGY AND BUSINESS STUDIES MOHALI (Id: C-47294),Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
Khalapur Taluka Shikshan Prasarak Mandals Khopoli Municipal Council College Khopoli Dist Raigad 410 203 (Id: C-34214),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Khalisani Mahavidyalaya (Id: C-44706),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Khallikote (Autonomous) College, Berhampur (Id: C-39410)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
Khalsa College Amritsar (Id: C-27937),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Khalsa College, Chawinda Devi, Amritsar (Id: C-27914)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
Khalsa College for Women Amritsar (Id: C-27940),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"Khalsa College for Women,Sidhwan Khurd (Id: C-29351)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Khalsa College of Education, Muktsar (Id: C-31047)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
"Khalsa College of Nursing, Amritsar (Id: C-29245)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"khalsa Education Society, G.A.D. Colony, Durg (Id: C-21699)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"KHALSA GIRLS DEGREE COLLEGE, HARJINDER NAGAR, (Id: C-12385)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Kha-Manipur College (Id: C-9437),Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
Khamargachi B. Ed. College (Id: C-44740),Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Khambale (Bha.), Near MIDC,Tasgaon Road, VITA (Id: C-11007)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Khammam College of Pharmacy, Allipuram (V), Khammam (Id: C-27348)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Khan Abdul Gaffar Khan Arts College Parthri (Id: C-7562),Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"KHANDELWAL COLLEGE OF ARCHITECTURE AND DESIGN, BAREILLY (Id: C-46720)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"KHANDELWAL COLLEGE OF MANAGEMENT SCIENCE AND TECHNOLOGY, BAREILLY (Id: C-46721)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Khandelwal College of Management Science & Technology (Id: C-13349),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Khandelwal TT College, Bharatpur (Id: C-38858)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Khandra College (Id: C-44769),Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"Khansa Women's College for Advanced Studies , Milekallu, Kumbla (Id: C-43867)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Kharagpur College (Id: C-19091),Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
kharagpur Homoeopathic Medical College & Hospital (Id: C-16385),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
KHARAGPUR TRIBAL B.ED TRANING COLLEGE (Id: C-48328),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Kharasrota Mohavidyalaya, Singhpur,Jajpur (Id: C-39787)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
"Khardiha Mahavidyalaya, Khardiha, Ghazipur (Id: C-15823)",No,No,No,No,No,No,No,No,No,No,No,No,No
Khar Education Societys College of Commerce and Economics S V Road Khar W Mumbai 400 052 (Id: C-33857),No,No,No,No,No,No,No,No,No,No,No,No,No
"KHAREPATAN PANCHROSHI SHIKSHAN PRASARAK MANDALâ€™S ARTS AND COMMERCE COLLEGE, SINDHUDURG (Id: C-45223)",No,No,No,No,No,No,No,No,No,No,No,No,No
Kharupetia College (Id: C-17326),Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"KHATIZA KUTHUN COLLEGE OF EDUCAITON, NIDMANOOR (Id: C-33257)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Khatra Adibasi Mahavidyalaya (Id: C-44631),No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
"Khatun Minority Womens Social Welfare & Educational Societys Royal College of Pharmaceutical,Educational & Research, Sachane Khurd, Malegaon, Dist. Nashik 423203 (Id: C-41875)",No,No,No,No,No,No,No,No,No,No,No,No,No
"Khatun Monority Womens Social Welfare & Educational Societys A.M.College of Education English Medium, Aaishanagar, Malegaon Dist.Nashik 423203 (Id: C-42195)",No,No,No,No,No,No,No,No,No,No,No,No,No
"KHAWAJA GHAREEB NAWAZ( KGN) DEGREE COLLEGE, BANKOTA (Id: C-45140)",Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No
Kheda Arts and Commerce College (Id: C-5893),Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
Khejuri College (Id: C-19072),Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
KHEMAJI NAIK ARTS AND SCIENCE GADCHANDUR (Id: C-46484),No,No,No,No,No,No,No,No,No,No,No,No,No
KHEMAJI NAIK SCIENCE PITIGUDA (Id: C-46485),No,No,No,No,No,No,No,No,No,No,No,No,No
